label,tweet
love,KEKAL. SAYANG DENGARKAN LAH SYAIR KAU TULIS KU LAGU KAN. MOGA JADI SIULAN SATU MASA DAN MOGA ENGKAUKAN TERSENYUM DENGAN IRAMA INDAH HANYA ITU YANG MAMPUKU BERI.
joy,Ada yang bikin kamu kayak gini hari ini? Udaaahh santai aja! Sini deh [USERNAME] temenin sama single keren di #KawalKreasi. Streaming aja di [URL]
anger,Orang pendukung khilafah memang harus di black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
fear,Pikirkan bagaimana kondisi kita di akhirat nanti. Perbanyak bekal untuk akhirat. Atau kita lebih suka amalan kita dibalas di dunia? Apakah kenikmatan dunia sudah menjadi tujuan utama?
love,[USERNAME] Naomi..Aku benar-benar Sayang dan Cinta sm kamu.. Aku mohon Terimalah Cintaku Yg Tulus dr Hati Yg Tedalam.. Aku Mencintai Kamu.. [URL]
sadness,Ini lho yg mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain?
fear,[USERNAME] Ohh begitu . Takut ada masalah soalnya.. takut didenda yg dikarenakan rasa ketidak tauan..hahahaha...satu lagi.. untuk pph cabang tetap dilapor dgn NPWP cabang ya.. kan hanya PPN yg dipusatkan.. benar kan ya pph nya tetap lapor dgn NPWP cab
sadness,'11:45pm
joy,Saat itulah gue menyadari kekuatan emak dalam mendoakan anaknya. Dia emang pengen salah satu anaknya diranah kesehatan. Mungkin doa gue lebih manjur drpd beliau jadi gue keterima di Ekonomi dan meninggalkan poltekkes bekos gabetah for some reasons
fear,Pikiranku penuh dengan rasa takut akan suara-suara aneh di tengah malam.
joy,'#PacaranJamanDulu baru jadian langsung ganti status di Facebook ''berpacaran dengan...''
anger,Kan yg goblok lu dan sejenis lu kenape the jak di bawa2.. payah deh ah isi sepiteng [USERNAME] [USERNAME] @_AwayDay [USERNAME] [USERNAME] [USERNAME] [USERNAME]
fear,'Iya mba
sadness,Song of Today Aku memang salah Aku memang hina Maafkanlah untuk semua Karna kau memang tak pantas Tersakiti lagi dan lagi Karna kulewati batas Melukai lagi dan lagi Dan aku tak bisa tuk mengakhiri #lagidanlagi #andraandthebackbone
anger,'[USERNAME] Jangankan #TGB
fear,'Tgl 30 Juni kemaren udah degdegan aja pengumuman dospem
fear,pulang sudah ah jakarta keras men kalau sudah sore!
fear,'Gapaham tiap ditempat umum terus sendirian kaya takut aja tiap ada cowo-cowo yg deketin padahal cuma nanya basa-basi atau menyapa atau bilang assalamualaikum
sadness,Rasa hampa dan kehilangan membuatku merasa seolah-olah aku tak bisa lagi merasa bahagia.
sadness,'Jika saya berkata sekarang
fear,'Dunia maya... tadi liat di IG
sadness,'Saat kamu melihat foto lama yang mengingatkanmu pada saat-saat bahagia yang telah berlalu
sadness,'Dek
anger,'Yang sombong sudah pasti adaa aja balesannya. Karna tuhan gak tidur. Heran sama temen organisasi yang nge(sok) banget. Dibilangin mau dibantu nyari sponsor
love,Cinta adalah menghadirkan kebahagiaan bagi seseorang bahkan ketika kamu sendiri sedang mengalami kesulitan. ðâ?¤ï¸? #BringingJoy
fear,'Eh nganu
sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.
love,'Cewek itu walaupun sengaja nyemburuin cowoknya didepannya 
anger,'[USERNAME] [USERNAME] Maunya hadiahnya aja (khayru ummah)
love,'Selamat sore
sadness,'Saat lebaran aku rindu sosok wanita yg pandai sekali menyimpan rahasia
anger,'Mau tau rayuan cowo kadal? Wkwkw Kamu cantik
fear,'Buat teman teman yang kuliah di bidang kesehatan
fear,'Iya kalo kita belum lulus terus ada begituan ngeri anjir Apalagi ditanya soal kimia
sadness,Perasaanqu ketika menontoni orang yang sedang shooting videoklip di tiktok adalah antara jijik dan gatahan pengen ikutan goyang dua jari... Yawlaaaaaa kuatkan hati hama
anger,Bong...luh harusnya terima kasih sama Anies - Sandi. Krn mereka udh jalanin sebagian ide dan program ahok. Jgn malah dibully. Gw curiga jgn2 luh org emang cuma bisanya ngebully doang.
anger,Makanya klw niat knl baik di bls dgn niat baik ?? Lah klw di cuekin y cuekin balik lagi emng gw rugi kehilangan loe hadeh loe salah orang broo
sadness,Baru lihat kabar Teman nge gosip dan penuh info itu telah pergi selamanya bulan lalu Pantas semua ndak aktif Semoga tenang bersama Tuhan di surga ya...
sadness,Foto bareng di pernikahan teman bareng pakboss juga ngeliat si mas makin kurus dan kelihatan sdg sakit. Selang 2 bln chat dia perihal kerjaan and he said lagi sakit dan dirawat di rs. ?
fear,Ketika kamu merasa seperti kamu terperangkap dalam kegelapan pikiran yang dipenuhi rasa takut. ðð° #DarkThoughts
love,'Feeling yang aku tak perna rase
sadness,'Sedari tadi idung meler trs wkt terawih
anger,[USERNAME] setidaknya beri saya kejelasan uang saya..dan langkah2nya ketika nasabah memiliki problem seperti ini..sudah satu bulan lebih loh..tolong yang Bank Mandiri terutama untuk Kantor Cabang Sabang Jakarta Pusat
love,'Seketika ku langsung jatuh cinta ama mereka udh sering denger lagunya di playlist tp yaudahh b aja giliran denger live tuh seenak itu Dan crowd nya parah bgt mereka sampe terharu ngeliatnya karna ini pertama kali mereka ke ina dan hype bgt
anger,Momen di mana kamu merasa seperti amarahmu bisa melibas segala hambatan di hadapanmu. âï¸?ð¤ #ObstacleCrusher
sadness,ngerasa gagal jadi seorang kakak ga ngerti gimana rasanya jadi orangtua masih bisa senyum masih bisa bercanda dan ketawa padahal hati nya perih
sadness,'Oke.. coba koreksi ini
joy,Senyuman anak kecil dapat menyentuh hati dan membawa kebahagiaan tanpa kata-kata. ðâ?¤ï¸? #Innocence
anger,'Yoi
fear,Tungkai itu gemetaran bukan main. Duduk hati-hati jangan sampai peluh berjatuhan. Berhadapan dengan atasan satu kelompok mafia buat dia hampir gila.
sadness,diluar sana nona-nona lagi sibuk menyeleksi calon pendamping hidupnya dan lo masi berharap sama yang ga pasti?? goblo ko sampe ke DNA si? yagimanayak~
sadness,'kalau bagimu kata ''sayang'' tak ada artinya dan boleh diterima siapa saja
sadness,Rafinha yang pemain bola di endorse sama [USERNAME] pula saya udah mainin Gitar dari tangan kanan ke kiri kiri ke kanan dibeliin gitar baru juga enggak sama emak [URL]
joy,[USERNAME] Yg quots2 aja wkwkwkk.. mainin lagi mulai skrng wkwkw. Di sini mah bebas wkwkwk ikm ni kd guring kah? Kena talambat bangung ikm wkwk
sadness,Alamak. Kehebohan tiap malam dengan dua eyang ini. Pengen gadengerin tapi kenceng semua suara + suara sinetron vol up (dan akhirnya apal jadwal sinetron sctv-rcti dr sore ampe malem jam11).pencapaian.
sadness,'Duh. Sakit sekali. Karena saya org yg jujur
joy,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Alhamdulillah lancar acaranya [USERNAME] semoga berkah dunia-akhirat Ami
anger,wehh ga bs gtu jg dong. kalo pergantian gtu kan emg ada transisinya. tp hak nya kan tetep ssuai jobdes dong. kmu puasa2 di dzalim gtu. pukpukk. senior junioritas itu
joy,'Bisa mencium bau tanah kering yang abis kesiram air ujan itu adalah definisi kebahagiaan tersendiri. Alhamdulillah hujan
anger,'temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara
joy,'Alhamdulillah di izinkan Alloh swt untuk berjamaah Dzuhur disini.. unik Mesjid Seribu Tiang ini
sadness,'Bunga mawar pun memiliki duri
sadness,'Trs emak gue naksir semua sm baju yg gue beli dong Trs nih
joy,'Tersenyum kepada orang asing dan melihat mereka membalas senyuman dengan tulus
fear,Jangan di Viralkan ntar OPOSISI yang biasa nyinyir kejang2 sakit jantung. Kalau sakit Hatinya memang sdh Kronis sulit untuk disembuhkan
joy,'Alhamdulillah Pie
sadness,'Mungkin mereka merasa malu dibilang ''kampungan'' sama orang-orang yang lihatin mereka bersihin peralatan makan mereka. Ingat kasus [USERNAME] yang dibilang kampungan saat mengucapkan terima kasih kepada security yang bantuin nyeberang jalan. Sebagian orang Indonesia memang rada unik [URL]'
fear,'Kemarin udah jalan mau ngampus
sadness,'Hati ini terasa berat
love,'mami kedua..
anger,'[USERNAME] arti kata fans itu sama dengan mengagumi. sekedar kagum boleh
sadness,'Souma udah abis
anger,'Tapi dia itu bule dong
sadness,'Pas nonton DBA 1
love,'Setelah lulus SMA papa akan sedikit memaksamh untuk menjadi dokter atau insinyur. Ketahuilah
anger,tolong bantu saya [USERNAME] Kenapa ya lptop saya sudah 2 kali kok gabisa buka dokumen pasti not responding.pdhal sudah pernah dibawa ke hp center smg . Apakah lptop saya termasuk produk gagal atau gimana.beli 11 maret 2018 . Dan kalo gini trs kan jd jgkel sndri.
fear,[USERNAME] Pasti mimpi kali item ya om. Emang serem sih apalagi dipakein jaring. Ga kebayang mahkluk apa yg tiba2 akan nongol karena tambah pekat.
fear,'Tadi lagi asik ngobrol sama temen-temen SMA terus terbersit di pikiran sendiri ''gimana ya aku nanti di alam kubur teman-temanku ini kan hanya fana'' serem banget pikiranku ini'
fear,Itu serem bgt lho sampe berdarah takutnya extention km banyak bakteri. Tp asli deh aku pake extention tuh emg gatel bgt jadinya mata
fear,'bener juga sih
love,Selamat subuh untuk jiwa yang sedang merasakan teduh. Keluarlah ke suatu titik yang jika ketik kau berada pada titik itu kau merasa aku ada pada hatimu
joy,[USERNAME] suka skinship cuma ama pacar. peluk cium nangkring di paha duduk di pangkuan ya gitu deh wkwkw klo ama temen cwek agak canggung nyahah
sadness,'Wah pagi ini sangat faedah. Udah gaboleh sering ngeluh sendiri kalau ada perihal apapun mengenai perjalanan kereta:''3 sebegitunya mereka kerja keras
love,hai selamat pagi menjelang siang Semangat jalani hari Jangan lupa awali hari dengan DSS ya God Bless U Ingin memelukmu Kali aja lagi dingin Kangen JULEHA <3
sadness,Rasa kesepian dan kehilangan ini membuatku merasa terjebak dalam kesedihan.
joy,'Pak [USERNAME] sudah di pastikan akan terpilih kembali di pilpres 2019
sadness,'Wah iya bgt ini mas
joy,'Saya dapat surga dunia dikamar
sadness,'00.15 Kalo lagi laper jam segini di jakarta gampang nyari makan
sadness,Aku merasa terjebak dalam jurang kegelapan yang tak berujung.
sadness,'Ramadhan udan masuk ke hari yg ke 20. tapi saya? masih gini gini aja
joy,'hidup ini adalah petualangan
sadness,'tetep semangat yaaa kak hani
joy,Alhamdulillah point tiga lagi. Pelan pelan merangkak naik. Matursuwun [USERNAME] tetap jaga trend positifmu ini perjalanan masih panjang. Yang berangkat away hati hati dijalan. sarewa #psim #psimday [URL]
joy,'fukudako.bali
love,'Cinta adalah menerima kelebihan dan kekurangan seseorang
anger,'Org kaya/terkenal lagi makan di warung malah digratisin
anger,Kenapa [USERNAME] ga kena WO pak? Sudah jelas pelanggaran nya kok semua org tahu:) bubarkan lg aja persepakbolaan indonesia kalo mafia nya belum musnah:) [USERNAME] [USERNAME] [USERNAME] [USERNAME]
anger,tidak-ada bedanya parah
love,'Ketika permintaanmu bukan lagi sekedar meminta boneka baru
sadness,'Menjadi tempat berkeluh kesah
sadness,'Atau bahkan mereka ngga tau keberadaan makanan modern seperti itu. Melihatnya saja sudah terbayang berapa hari kerja untuk membayarnya
fear,W blg ke bude w bahwa w sangat takut. Lalu diusirlah kucing2 itu. Dan di luar rumah sepupu w sdh siap menggendong si kucing. W hanya bisa nganga dan membatin yaAllah semoga masa depanku tidak hrs berhubungan dgn kucing
sadness,'lulusan sastra inggris macam apa yg ngomong bahasa inggrisnya ''curiga'' dengan kata ''curious'' !! yg bener kan ''suspicious'' :((( uda untung gw ga ngomong ''delicious'' yaallah S
fear,'kok saya yg dipilih sihh takut memalukan univ walaupun 1 kampus terdiri dari 10 orang dan tdk sendiri
fear,'Momen di mana perasaan takut merasuki mimpi-mimpi malammu
joy,'Kayak tudey... abis dikabarin Ibu bakal telat transfernya krn ada satu dan lain hal.. tp di satu sisi saya lgi byk keperluan.. tp yaudah
joy,'Semilir angin sore
sadness,Saat kamu merasa terjebak dalam perasaan kosong yang tak tergambarkan dengan kata-kata. Hanya kesedihan yang ada. ðð«ï¸? #IndescribablePain
love,'Sayang akuuuu
sadness,'Saat itu situasi Indonesia genting
joy,# CONGRATULATIONS # Mengucapkan selamat untuk ibu Dini Mildawati yang meraih New Silver Leader semoga semakin lancar & sukses bersama Paytren
sadness,Aku kira dengan aku datang mencoba untuk menyapa menemuimu dan berusaha untuk berbuat baik bisa memecahkan celengan rindu ini. Tapi ternyata aku salah semua telah berubah kau telah banyak menghabiskan waktu bersama yang lain sehingga lupa akan rasa rindu ku yang ku miliki untukmu
sadness,'Innalillahi wainna ilaihi roji'un Pak Undang Dasuki
anger,'Suatu saat akan terjadi.... jika tdk ada tindakan dari aparat
sadness,'Me: gila ya org2 itu
fear,'bangun tidur bgt cek handphone dapet pergantian schedule klo besok harus tugas terbang ke china. langsung meleeekk
anger,[USERNAME] [USERNAME] Alumni praktek dikampus atas ijin siapa? Harusnyakan minta ijin dulu krn alumnus memakai fasilitas negara tuk kepentingannya sendiri harus sepengetahuan otoritas kampus.
anger,'hari ini libur
joy,Dua kaos saya yg bergambar mirip palu arit diamankan oleh orang tua Saya. Maklum kedua org tua sya emg pengabdi setia rezim orde baru. Tapi ya itu ga masalah sih :)
sadness,'Kalo cewe
sadness,'Terkadang apa yang kau dapati dan miliki saat ini
love,Timang timang anakku sayang..... Buah hatiku sepajang jalan... Siang malan ku selalu berdoa Semoga kelak kau bahagia selalu #HariAnakNasional [URL]
love,'Cuma ibu yang tahan sujud lamaaaaa sekali untuk mengudarakan doa. Cuma ibu yg setiap malam ga absen bangun malam untuk menggantungkan harapan padaNya. Cuma ibu yg rajin puasa menahan nafsu agar supaya Allah sayang. Manis ya. Sayang sekali
joy,Saat kamu mendengarkan cerita inspiratif yang membuatmu merasa bisa menaklukkan dunia. ðªð? #MotivationalStories
joy,'Kmren cerita2 sama tmen FIK [USERNAME] yg cerita perjuangan mencari data pasien gagal ginjal untuk skripsinya.. dibalik drama dan tantangan yg dihadapinya
joy,amin amin mba dew :) sudah lama sekali tidak-merasakan sensasi lahiran jadi tidak-tahu ini sudah sampai mana progresnya hehe
anger,Kalo ga bisa ya udah terima aja. Ini malah ngomel2 ga jelas trs ngumpul di depan pembatas gitu. Bikin macet manusia asli. Yang bikin ribet itu emak2nya Anak muda sama bapak2nya agak selow dan langsung menerima informasi secara baik dan ga treak2 gajelas. Ky pasar asli tadi tu
sadness,'Nah gue ktmu org yg negatif
fear,[USERNAME] Gak pernah dan gak akan pernah percaya sama aplikasi macem itu. Kayak yang baca artikel terus dapet duit juga. Itu kita masukin data pribadi dan no. rek juga kan? Bahaya gak sih. Jangan mudah tergiur sama hal-hal gini deh..
joy,'Ikan lele
anger,ga pernah bikin status galau di ig.. sekalinya bikin banyak yg kepoooo... pd sotoyyy.. lgsg jadiin bahan gosip.. sok pangnyaho na weh.. sebel efeklgdatengtamu
sadness,'Ya kalo ngerasa ngumpul nya kurang kan bisa ngumpul tempat lain
fear,Momen di mana perasaan takut membuatmu merasa seperti kamu terjebak dalam labirin kegelapan. ðð¨ #LostInDarkness
sadness,Aku merasa terjebak dalam kepedihan yang tak kunjung usai.
sadness,'ehhh lg dengerin lagu playlistnua di shuffle pertama kangen-dewa19 trs kamu-coboyjr
fear,'q takut nanti d banding2ngin antara satu dengan yg lain
joy,Momen ketika kamu merasakan adrenalin meluap saat menaklukkan permainan penuh aksi. ð®ð¥ #GamingExcitement
anger,Kemarahan ini membuatku merasa seperti aku siap untuk meledak dalam amarah.
sadness,Terbege lagi adalah tadi. Sudah alarm jam setengah 3 sudah keluar kamar buat bangunin tmn eh temennya ga bangun trs ke kamar lagi eh tidur bangun2 pas adzan subuh. Belom sahur. Oke syap
fear,liat vlive kemaren2 do megang hp jae terus hari ini jae megang hp do serem ga kalo screennya locked terus mereka bisa buka lock hp satu sama lain pake fingerprint?!!!!!!!!!!!!!!! serem lah
joy,Kecerian Bersama Teman-teman BARU itu sangat Mengasikkan. . #KeluargaBaru . Salam Gowes [USERNAME] [URL] republiksepeda mtb_indo bikestable [USERNAME] gowesnusantara gowes_holic
joy,'rencana mau roadtrip sama ibu uci dan ketemu kailani johnson tapi akhirnya gajadi berdua
sadness,'[USERNAME] Cibiru entah kenapa gtu
joy,Seneng aja rasanya digodain anak sambil ngebayangin dia qasidahan dengan syair yang dia tweet kayak iklan yg lagi viral itu hahaha [URL]
joy,'Ketika beliau menjadi Gubernur DKI Jakarta
sadness,'Yang pengen S2 tapi terasa sulit sekali menggapainya. Yang sudah dapat anugrah jalan mudah untuk S2 malah nggak mau. Ya Allah
fear,Dan pas di jalan tiap waktu aku nengok ke belakang. Masih ada mobil mereka. Pas udh nyampe surabaya tbtb mobil mereka udh ga keliatan :( aku takut bgt mereka kenapa2 :(
anger,Dan beres nih. Aku cari kan siapa tau jatuh tapi da ga mungkin karena ga ada gedebuk jatohnya gitu kan. Aku cari cari cari. Ga ada. Pedahal aku tuh posisi ngga pindah pindah. Depan kaca aja udah. Hhhh. Why sih. Kesal
joy,'huhahiheho MAS DONGHO HAPPY BIRTHDAY SAYANGKUUUUU pokoknya saya sayang sama kamu. perkara Tuhan mengijinkan atau tidak
sadness,'Saat kamu merasakan kehampaan yang mendalam
joy,'Awak sih jd org slow
love,Jadi demen sama oppa ini huhuhuhu
sadness,'kalo gue sik emang abis kehilangan seseorang yang deket
anger,[BELAJARLAH DEMI ORANGTUAMU!!!] KALIAN TAU!! Orang tua kalian telah banting tulang untuk kita Panas ke panasan Hujan
sadness,'Kalau bahagia itu sederhana
love,'Gue sama sekali gak tau awalnya kayak gimana. Yang jelas saat itu
